Date,00:00-00:15,00:15-00:30,00:30-00:45,00:45-01:00,01:00-01:15,01:15-01:30,01:30-01:45,01:45-02:00,02:00-02:15,02:15-02:30,02:30-02:45,02:45-03:00,03:00-03:15,03:15-03:30,03:30-03:45,03:45-04:00,04:00-04:15,04:15-04:30,04:30-04:45,04:45-05:00,05:00-05:15,05:15-05:30,05:30-05:45,05:45-06:00,06:00-06:15,06:15-06:30,06:30-06:45,06:45-07:00,07:00-07:15,07:15-07:30,07:30-07:45,07:45-08:00,08:00-08:15,08:15-08:30,08:30-08:45,08:45-09:00,09:00-09:15,09:15-09:30,09:30-09:45,09:45-10:00,10:00-10:15,10:15-10:30,10:30-10:45,10:45-11:00,11:00-11:15,11:15-11:30,11:30-11:45,11:45-12:00,12:00-12:15,12:15-12:30,12:30-12:45,12:45-13:00,13:00-13:15,13:15-13:30,13:30-13:45,13:45-14:00,14:00-14:15,14:15-14:30,14:30-14:45,14:45-15:00,15:00-15:15,15:15-15:30,15:30-15:45,15:45-16:00,16:00-16:15,16:15-16:30,16:30-16:45,16:45-17:00,17:00-17:15,17:15-17:30,17:30-17:45,17:45-18:00,18:00-18:15,18:15-18:30,18:30-18:45,18:45-19:00,19:00-19:15,19:15-19:30,19:30-19:45,19:45-20:00,20:00-20:15,20:15-20:30,20:30-20:45,20:45-21:00,21:00-21:15,21:15-21:30,21:30-21:45,21:45-22:00,22:00-22:15,22:15-22:30,22:30-22:45,22:45-23:00,23:00-23:15,23:15-23:30,23:30-23:45,23:45-00:00,Baseload,Peakload
2025-10-20,51.03,48.04,49.44,51,51,56.81,66.22,81.02,89.2,91.62,90.37,87,86.46,84.23,83.6,82.2,82,89.4,104.36,111,104,90.19,85.6,75.58,78.81,90.12
2025-10-21,93.72,88.43,80.01,74.19,69.7,59,54.72,70.8,91,98.78,96.38,82.5,76.21,70.9,66.1,61.34,58.57,71,86.75,93.65,88.35,73.84,66.16,56.76,76.2,79.43
2025-10-22,53.32,50,50.81,52,52,56.19,67.55,82,93.05,96.12,91.04,84.43,79.76,77.2,79.44,84,92.11,110.95,148.7,161.43,130.39,104.1,88.61,82.9,86.17,99.85
2025-10-23,87,85.74,78.63,72,67.02,63.2,62.8,76.25,82.5,89.7,92,88.5,82.41,77.36,74.18,68.01,70,78.9,92.32,96,92.21,80.1,68.3,47.39,78.02,82.66
2025-10-24,20.8,11.2,8.41,6.15,5.85,10.49,21.1,48,85.84,94,84,73.8,59,50.4,46.45,42.15,47,60.36,81.9,91.1,74.23,52,36,17.77,47,68
2025-10-25,5.5,1.88,0.5,0.2,-0.59,-1,-0.59,2.9,7.8,16.2,14.24,9,4.35,2.47,1.86,2.14,8,30,56.7,62.4,52.13,29,25,12.03,14.26,17.93
2025-10-26,5.37,0.95,0.5,-0.3,-2,-2.5,-1.26,0.9,1,3.1,8.4,11.16,17.9,34.73,40.9,48.24,60.03,83.47,99,94.94,64.7,39.11,15.67,-0.5,24.94,34.07
2025-10-27,6.4,3.19,2.2,1.43,1.62,3.16,19.13,59.35,82,81,80,73.56,67.85,67.95,70.49,74,80,92.91,111,110.3,97.37,81.87,75.73,70.63,58.88,82.59
2025-10-28,42.39,28.5,18.98,14.79,13,16.52,30.5,59.33,77.9,77.31,69.7,57.8,52,56.42,60.83,68.04,76.4,87.76,103.84,104,88.96,79.04,75.52,64,59.31,74.33
2025-10-29,59.1,53.79,51.55,48.22,50.23,56.3,68.5,83.5,89,85.64,83.7,78.3,75.31,76.69,80.4,84.56,87.32,98.89,109.87,108.32,91.2,80.8,79.6,74.4,77.3,88.17
2025-10-30,71.8,68.2,66,64.9,65,67,74.57,84.2,93.43,93.5,92.69,88.38,81.66,78.2,75.39,77.15,82.53,88,97.27,89.82,79.6,71.77,62.32,44.28,77.4,86.5
2025-10-31,22.9,18,13.98,8,7.75,10,19,46.72,70.6,70.77,68.4,63.23,61.27,62.09,63.21,65.18,70.11,80.1,88,82,70,63.1,52.3,35,50.49,70.41
2025-11-01,27.3,19,14.01,6.49,6.37,7.31,11.16,20.29,27,30,29.87,20.13,18.95,19.5,25.72,36.77,54,78.2,92.44,90.64,78.2,66,60.95,50.1,37.1,43.6
2025-11-02,47.7,46.92,45.2,45.12,44.7,42.5,43.52,48.38,46.95,46.36,47.37,43,43,43,51,64.03,76.4,97,104.3,97.7,84.1,71.6,65.1,47.96,58.04,63.34
2025-11-03,46.2,37.6,29.8,22.5,16.5,17.9,22,54.82,74,69.8,65.18,60,57.25,59,62.9,69.37,71.21,81.94,90,87.5,71.43,58.4,46.95,29.42,54.24,70.68
2025-11-04,20.05,16.01,16.47,12.9,11.54,14.97,24.83,55.97,78.7,76.7,70.16,68,67.8,70.8,78,80,82.5,96.7,97.81,93,82.99,78.59,78.7,69.72,60.12,80.01
2025-11-05,65.9,63.1,61.88,62,61,62.53,68.2,79.55,86.19,86.29,84.8,80,75.37,74.56,78.3,81.95,87,99.77,103.79,100.21,88.11,82.1,79.55,72,78.51,86.52
2025-11-06,71.67,72.5,71.02,70.68,70.5,72.77,78.36,83.55,90.46,87.43,84,82.3,82.32,85.11,88.66,92.68,105,125,125,116.4,100.39,89.61,84.62,77.38,87.81,97.03
2025-11-07,78,76.74,75.55,73.1,71.31,72.15,75.61,85.54,97.34,90.43,83.25,78.96,76.87,77.57,81.13,85.35,90,101.4,106.49,100,90,83.2,80.5,77.5,83.67,89.07
2025-11-08,77.4,77.05,75.93,73.13,73.1,73.12,76.2,82.07,84.3,82.99,84.53,80.98,79.1,78.27,81.74,84.89,91.93,104.07,110,105,90,83.91,81.2,77.99,83.7,88.98
2025-11-09,80,77,75,73.54,73,72.54,71.53,73,74.47,76,77.66,74.33,76.23,77.98,78.38,83.2,88,101.69,103.8,100,88.5,81.8,78.8,70.41,80.29,84.31
2025-11-10,75.16,73.01,71.03,67.98,67.49,67,65.28,77.05,81.22,83.7,85.25,81.21,82.69,83.82,86.5,87.8,88.38,103,109,102,85.77,80.12,75.98,73,81.39,89.55
2025-11-11,71.97,71.64,68,66,63.84,64.36,69.74,83.57,93.1,90,83.8,76.9,72.04,72.4,75,77.56,80.56,90,93.28,84.56,77.92,72.18,62.67,43.23,75.18,82.43
2025-11-12,50.2,49.56,46.28,43.7,42.06,41.83,47.8,64.9,76.42,73.99,74.61,75.3,76.3,77.4,79.97,82.01,82.1,94,95.2,85.2,75.45,72.41,75,65.14,68.62,81.04
2025-11-13,40,30,22.58,18.37,18.75,22.82,33.5,53.98,73.1,72.61,71.94,73.55,73.46,76.21,79.34,79.8,83,95.83,99.23,95.63,82.03,79.34,76.6,73,63.53,81.14
2025-11-14,73.19,69.4,65.1,59.04,53.42,48.38,46.55,66.59,80.93,84,83,77.87,77.68,76.9,77.8,75.5,75.43,83,84.4,79,74.8,67.92,57.69,47.59,70.22,79.63
2025-11-15,43.52,44,44.01,40,38.91,37.4,38.8,50.39,58.26,68.49,75,78.25,77.9,78,78.54,79.54,81.5,93.12,97.91,93.7,84,78.2,78.7,76.4,67.27,80.02
2025-11-16,80,79.77,77.41,72.9,71.02,69.5,68.63,72,73.48,77.18,79.44,83.71,85,86,85.58,85,91.89,99.12,100,90.9,81,77.58,76.41,69,80.52,86.44
2025-11-17,66.14,62.44,59.7,54.27,52.2,54.24,66.64,83.36,90.24,89,80.82,75.32,76.94,80.63,83.29,86.23,92.01,107.5,117,110,100.82,86.78,84.3,78.69,80.77,90.75
2025-11-18,78.57,78,76.5,76.43,75.4,76.5,82.57,90,108.77,103,93,86.08,83.64,83.15,86.9,96.93,103.27,112.71,115.15,110.85,95.12,85.3,83,76.78,89.9,98.62
2025-11-19,76.21,73.25,69.49,66,62.66,62.68,71.19,87.08,97,93.5,84.8,79.7,77.23,77.85,80.42,85.72,90,104,107.92,105,91.32,87.38,84.64,79.36,83.1,90.26
2025-11-20,77.07,75,73,72.5,71.57,73.1,81.43,86,102.4,101.9,93.49,86,82,83.87,85.47,92.87,99,117,122.65,119.35,107.5,95.66,90.47,82.7,90.5,98.83
2025-11-21,81.44,79.6,78.4,78,78.43,81.37,89.21,115.23,149.04,147.92,128,115,106.8,105,110.1,121,136.4,154.5,153.74,146.8,115.08,98.84,89,81.1,110,131.19
2025-11-22,84.46,81.63,78.7,75.03,74.65,74.45,75.42,82.39,86.83,85,82.47,79.78,80.08,82.51,81.4,83,88,100.7,104.16,101.53,90.9,83.96,83.69,80.75,84.23,87.96
2025-11-23,84.22,82.1,75.9,72,66.71,64.24,59.16,58.81,60.3,61.62,69.7,72.88,76.56,80,82.58,84.37,85.11,104.56,106.28,99.35,85.5,80.1,78.63,65.37,77.34,81.94
2025-11-24,63.93,63.83,64.52,65,65.3,64.81,78.93,85.67,92.7,99,102,99,97.47,99,98,98,98,116.99,117.24,112.69,92.22,81.48,81.5,74.67,88,102.51
2025-11-25,73.03,73.56,73.1,72.7,72.9,73.55,78.13,87.03,100.15,105.3,105.15,99.77,98.01,103,108.3,120,149,174.18,169,165.05,123.8,106.27,96.25,84,104.63,124.74
2025-11-26,80,78.77,76.37,74.83,74.44,74.7,79.8,97.1,127.5,128.8,120.13,104.08,96,104,109,113.5,126.52,152.2,158.2,143.59,110.28,95.71,86.01,80.5,103.83,123.63
2025-11-27,73.8,68.2,64.48,60.82,59.76,59.74,66.6,82.92,93,89.36,83.44,78.6,74,71.42,70.98,72,76.39,87.61,92.3,87.7,78.13,70.66,65,53,74.16,81.4
2025-11-28,40.72,38,36.15,33.7,30.9,34.94,44,71.39,85.3,84,77.7,70.7,68.51,66.77,67.6,71.42,73.5,87.2,89,87.07,83.83,78.95,72.16,63.46,64.87,77.4
2025-11-29,66,68,66.6,65.4,65.33,66.07,67.68,72.68,75.04,80,81.4,81.4,82,81.55,82,80.17,86.22,93.56,92.94,86.58,85.62,78.38,77,71,77.19,83.57
2025-11-30,64.51,64.74,61.5,55.6,51.28,53.25,54.6,61,65.8,74,79.07,78.87,77.83,78.95,80,82,87,106.65,105,96.8,86,80.42,78,69.41,74.68,84.33
2025-12-01,63.5,58.09,54.52,50,47.41,49.6,60,80,85.78,83.4,80.01,81.4,79.21,83.2,86,85.84,85.22,92,91.5,86.44,79.7,70.96,72.3,65,73.8,85
2025-12-02,55.5,51,47.3,42.7,44,52,65,77.95,85,87,79.54,74.16,74.53,77,79.83,83.75,87.5,99.67,102.83,102,90.3,83.7,81.21,77.9,75.06,86.07
2025-12-03,75.56,72.69,70,70,70.07,70.76,78.14,83.92,101.4,103.43,99.63,87.03,80.84,78.84,82.8,89.14,100.8,118.09,121.18,112.82,93.7,81.72,77.5,73.08,87.21,98
2025-12-04,74.7,72.5,70.9,67.5,65.83,65,65.64,76,79.61,82.83,84,81,81,81.7,82.07,83.71,92.9,109.1,115,113,97.63,85.74,81.86,74.77,82.67,90.49
2025-12-05,72,72,71.3,70.7,70.08,70.5,76.19,85.23,101.4,104.17,99.4,87.31,79.7,80,79,76.54,74.2,80.47,81.14,77.7,74.91,74.27,65.44,56.33,78.33,85.09
2025-12-06,51,50.97,48.3,44.85,40,38.8,39.65,49.97,55.41,63.33,73.28,74.63,72.17,73.52,74.64,76.14,78.41,86.58,87.85,84.52,79.1,74.47,71,59.4,64.5,75.04
2025-12-07,64.2,67.6,69.93,65.33,65.63,65.53,67.28,75,73.75,78.83,80.3,85.78,85,85,85.25,79.7,81,83.2,82.88,74.2,75.35,76,68.78,45,74.19,81.24
2025-12-08,22.02,19.11,18.41,15.3,13.6,18.04,35.2,60,71,76.24,74,70,70,71.57,73.52,75.15,76.53,88.53,91,88.32,81,76.15,73.3,65.68,59.32,77.16
2025-12-09,65,63.3,58.9,56.2,53.04,50.5,49.15,66.62,74.89,79.59,76.3,73.2,70.79,72.15,72.08,76.71,75.7,79.68,78.9,70,66.33,61.16,55,36,65.88,75
2025-12-10,35,29.68,25.88,21.85,19.3,20,34.39,61.9,76,78,73.93,69,64.69,64,66,71.84,76.71,85.94,91,88.35,81.3,74.14,69.8,61.3,60,75.46
2025-12-11,55,51,47.5,42.27,40.5,42.62,55.24,75,82.4,82.48,75.57,70.34,67,67,70.3,74.42,76.99,89,94,93,84.16,77.64,75.71,73,69.26,78.54
2025-12-12,67.3,69.3,69.09,69.88,70.2,70.39,74.53,79.2,90.6,92.17,90.05,84.45,78.05,76.03,75.37,77,80,92.77,97.47,95.74,88.94,79.2,77.51,76.5,80.07,85.81
2025-12-13,75,79.62,76.75,73.84,69.4,66.4,66.7,71.92,78.71,84,83.8,74.71,68.09,66.42,67.74,69.16,74,81.42,89,85.76,77,70.87,69.2,61.87,74.22,76.9
2025-12-14,58.7,55,50.8,44.6,41.01,40.6,40.94,47.06,54.2,56.5,58.62,59.58,57.5,61,63,66,76.2,82.14,84.69,82.16,77.7,72.7,67.3,59.93,60.75,66.8
2025-12-15,57,60,59.6,60.6,59.25,64,69.09,77.83,86.26,83.86,80.91,79.32,78.48,79.45,81.68,87.95,89.57,96.61,94.52,88.36,85.72,78.6,74.41,73,76.92,85.58
2025-12-16,70,68.91,67.5,66.86,66.83,67.91,75.4,82.07,88.82,90,87.91,84,82.18,86.78,92.91,103.57,115.3,122.04,122.8,115.41,105.1,94.2,82.62,78.18,88.22,99.31
2025-12-17,77.5,75.74,73.2,70.04,69.4,69.5,70.3,80,95,93.05,86,79.6,77.07,74.3,75.6,78.5,82,88.6,90.3,86.1,80.31,76.4,70.19,62.99,78.4,83.84
2025-12-18,56,53.51,47,40.73,37.5,37.36,41.78,64.13,74,76.55,83.15,82.59,82.13,83.94,82.98,81.7,82,83.1,80.6,76.3,80.1,70.84,57.62,30.4,66.08,80.75
2025-12-19,16.17,13,11.17,10,10.4,16.5,35.2,60.77,78.45,80.7,74.78,69.68,67.1,67.04,70.9,75.35,78.7,89.22,95.54,94.37,88,82.3,78.6,76.06,60,78.49
2025-12-20,74.02,76.57,75.1,71.5,70,69.87,70,73.9,78.52,83,82.27,78.98,77.1,78.04,79.4,83.29,88,95,95,89.4,82.25,79.3,76.68,71.7,79.12,84
2025-12-21,75.07,75.43,75.7,74.07,72,71.1,70.2,74.43,77,82.1,88,90.17,87.5,87.5,92.1,90.83,91.3,95.78,93.73,80,78,75.6,75.3,70,80.95,88
2025-12-22,62.5,59.95,58.6,56.13,56,59.95,65,76.46,79.5,82.26,84.5,84,84,82.65,86.55,92.4,94.56,96.48,97.94,92.1,85.13,81.18,80.88,75.74,78.1,88.08
2025-12-23,77,75.02,74.1,69.9,67,64.32,68.5,77,83.41,85.64,82.42,82.8,82.09,82,82.11,80.96,82,88.6,89.5,86.56,84.7,80.59,78.4,69.5,78.92,84.01
2025-12-24,58.97,56.28,56.94,52.5,45.01,44,42,56.3,76.1,79.14,80.5,80.69,78.19,80.13,79.43,81.81,84.2,91,91,88,83.54,80.39,77.86,64.7,71.2,82.52
2025-12-25,64.28,63.8,59.01,52.28,48.29,46.92,47,56.5,68.4,74.71,80.76,80,80,81.43,84.63,85.21,86.41,86.21,83.36,80.76,80.6,82.65,80.26,74.52,72,80.99
2025-12-26,80,79.73,79.36,74,73,73,73.77,79.43,79.62,79.88,82,78.5,79.33,81.2,81.4,85.08,88.9,95,96.55,94.82,89.65,86,84.03,80.76,82.29,85.19
2025-12-27,86.3,84.93,81,75,75,73.28,71.6,71.79,75.68,76.85,79,83,79.49,81.81,82.7,81.52,87.6,95.2,95.3,94.87,90.1,83.79,81.97,78.8,81.94,84.42
2025-12-28,75.34,75.08,76.3,73.1,76,75.86,75.72,80.6,74.2,78.51,78.6,80.56,81.04,83.84,84.89,83.95,89.47,100.06,102.9,99.1,91.08,84.18,84.62,79,82.67,86.43
2025-12-29,83.14,79.75,74.44,71.88,71.09,71.93,74.53,81.24,87.45,92.05,91.9,90,88.91,89.9,87.7,88,90,94.71,95.8,90.12,83.65,80.2,79.61,70,83.67,90.55
2025-12-30,77.75,75.29,74.1,72.5,71.32,71.17,73.48,80.39,87.4,86.6,83.1,86,85.2,85.81,84,86,92.5,97.2,100.55,98,90.96,86.62,86.83,83.47,84.01,89.36
2025-12-31,81,80.9,78.1,75.1,72.71,72.88,75.1,80.17,88.4,89.1,86.39,83.7,78.6,78,79.8,84.2,88.35,95.5,95,89,84,79.2,74,66.8,81.5,86.34
2026-01-01,50.8,46.54,39.04,28.96,22,11.57,9.23,19.18,35,36.7,37.5,37.4,38.8,40,41.56,51.69,66,81.1,84,83.7,66.5,59.45,51.01,38.57,44.85,52.79
2026-01-02,36.14,32.4,30.4,22.34,20,20,28.7,49.3,71.4,80.3,79.2,76.55,69.6,68.42,72.23,78.4,85,95.9,100,95,88.94,82,79.4,72.99,63.94,81
2026-01-03,72.5,70,68,64.8,62.4,61.8,65,70,75.3,80,80,76,74.6,75.4,78.26,84.44,86.14,96,99.45,97.71,90.7,87.22,86.5,81.32,78.48,83.61
2026-01-04,79,77.68,75.89,74.36,73.67,74,73.8,78,77.82,84.08,85.76,83.12,82.8,83.73,83.84,86.38,90.2,102.27,103.9,102.86,97.4,89.94,88.5,82.38,84.64,88.9
2026-01-05,85,83.1,83,82.37,82,82.7,88.57,101.74,124.99,133.01,128.95,117.19,110.47,107.53,111,124.3,145.05,175.16,174.08,160.05,143.81,125,115,96.19,115.84,134.32
2026-01-06,85.3,82.6,80.1,79.2,78.8,78.9,85,110,138.85,130.48,121.7,110,104,102.16,102.06,108.82,118.92,131.5,133.2,122.2,102.31,92.08,85.3,75.96,102.48,118.66
2026-01-07,78.83,75.41,73.44,72.1,72.08,73.39,79.25,91.5,97.8,99,91.3,84.7,87.7,91.4,94,97.14,105,120,117.7,115,105,94.93,90.45,82.46,91.23,100.06
2026-01-08,73.3,76.73,76.67,76.04,75.95,81,87.1,104.9,136.83,154.35,158.6,156.69,155.3,153.27,165.21,160.57,164.2,166.3,151.78,122.2,92.21,87.43,82.1,72.01,117.95,153.78
2026-01-09,75,75.44,75,73.4,72.1,69.65,68.3,79.11,82.02,87.74,95.12,93.8,89.17,86.66,85.4,87,88.7,98.63,99.16,98.2,86.89,82.38,80.13,75,83.5,90.97
2026-01-10,78.1,79.9,79,77.31,75,74.22,74,76,80.95,82.42,83.1,83.45,83.07,84.3,86.33,87.96,93.87,107.86,111.2,109.56,98.03,90.18,90.7,84.42,86.29,91.17
2026-01-11,88.68,85.85,81.91,75.97,71.35,74,72.7,75,75.19,75.64,80.2,80.4,81.88,81.5,82,85.26,89.6,95,95,93.82,88,82.52,79.39,68.98,81.66,84.62
2026-01-12,57.43,55.58,52.03,44.32,41.25,44.12,56.6,75.7,86.21,88,85.9,82.6,82,82,82,82,86.57,94.27,99,97.1,89.96,82,81.84,78,75.27,87.3
2026-01-13,77.3,77.06,77.06,76.2,76.33,77.95,83.74,87.16,102,105,106.23,103.26,97.55,96.14,93,93.29,93.46,100.42,100.18,95,87.19,83.41,83.4,78,89.6,98.79
2026-01-14,82.34,82,81.7,81.3,81.17,80.5,84.9,93.9,112.2,112.94,106,97,92.82,91.39,92.08,99.76,109.65,119,124.55,117,102,92.02,86.62,79.47,95.93,106.2
2026-01-15,78.73,78,77.16,74.5,74.37,75.68,78,88.34,93.86,94,91.63,90.06,94.43,95,98.8,103.7,112.77,120,117.01,108.31,95.21,91.96,89.41,83.79,91.86,101.63
2026-01-16,87.78,88,87.94,85.03,84.3,82.93,86.54,97.48,105.5,108.31,107.8,99.1,94.1,92.37,96.25,101.75,113,123.42,126.9,123.1,108.66,98.48,97.6,91.66,99.5,107.63
2026-01-17,96.33,93.63,92.13,89.5,88.07,88.28,88.53,95.73,98.76,106,102,99.33,98.06,98.29,101.2,103,113.15,121.07,124.4,121,110,102.2,102,96.91,101.23,107.19
2026-01-18,99.22,98.8,99.53,94,91.4,92.39,92.2,94.45,95.41,98.95,100.5,105.59,106.71,109.2,108.16,106.4,112.1,120.77,124.14,121.21,114.1,107.2,102.37,94,103.7,109.1
2026-01-19,94,94.41,93,92.98,92,93,100.57,119,132.7,132.2,124.3,119.37,116.9,120.89,124,130,147.03,165.42,164.6,155.4,133,114,106,95.23,119.17,136.07
2026-01-20,93.1,90.2,86.59,85,83,83,87.52,99.64,115.9,117,109.39,96.61,92,89.13,89.5,90.75,98,112.34,122,121.37,105.37,95.31,93.32,86,97.59,104.5
2026-01-21,79.53,77.54,77,75.89,75.97,76.1,81.83,98.62,110,109.22,103.5,96.98,95,92.9,93.43,94.4,99.17,106.84,107.8,104.19,96.8,89.1,83.25,74.85,91.66,101.12
2026-01-22,69.72,68.58,66,66.65,66.4,65.75,72.7,91.52,104.54,103.12,97,93.2,89.1,88,89.48,94,100.3,111,110.78,110.99,100,92.01,90,81.31,88.42,99.29
2026-01-23,84,82.3,80.44,80.9,80.44,80.22,84.35,103.1,118.04,114.7,110.1,101.9,99.2,96.7,95.55,99,104.85,112.4,117,114.8,104,94.42,89.2,80.38,97,107.02
2026-01-24,81.09,82.42,81.6,77.3,76.74,76.7,79.02,85.13,94,100.1,99,95.47,93.38,90.38,91.02,96.65,99.49,111,114,110,101.87,95.88,95,87,92.26,99.54
2026-01-25,84,84.97,83.8,80,78.15,75.4,75.03,78.7,82.57,92.79,97.87,98.4,99.15,100.5,102.3,102.49,105.3,118.5,123.31,124.2,118.6,110,106.8,95.5,96.6,103.95
2026-01-26,93,91.7,91.1,90.2,90,90,100.06,108.52,127,128.01,120.57,116.95,109.56,104.99,103.23,108.98,110.75,120,139.8,132.43,113.2,104.73,102.34,93.91,107.96,118.52
2026-01-27,84.63,82.06,74.98,65,57.26,54.81,68.7,96.57,106.68,110.1,111.62,107.37,101.6,99,99.68,99.96,105,115,125.1,122.9,115.42,108.43,102.05,97,96.29,108.67
2026-01-28,90,91.36,92,91.11,91.3,94,106,120.1,143.26,144.38,137.7,123.98,115.09,110,111.61,113.01,122.33,135.05,140,134.14,115.52,106.1,102.51,98.46,113.71,127.55
2026-01-29,96.58,94.9,93.9,90.79,90,91.3,97.2,108.3,130.81,130.43,123.91,113.56,107,105.61,105.02,105.06,108.92,118.1,128,125,106.45,99.7,96.78,89.82,106.55,116.79
2026-01-30,90,88,85.16,80.36,78.93,79,85.47,101.24,115,116.11,109.94,102.06,99.52,98.37,97.16,97.68,102,109.33,111.08,105.5,98,92,89.8,84.2,96.5,105.31
2026-01-31,87.5,88.25,85.4,83.16,83.3,81.84,83.98,89.23,96.82,101.18,100.7,99.3,97,98.56,99.13,100.87,104.78,113.85,120.11,118.72,109.95,104.9,103.2,98.4,97.92,104.25
